#TRO-Keyword;ID(long);Code;ModelCode;OriginCode;DestinationCode;AvailableDateOrigin;DesignatedPathCode;DueDateDestinaton;
#TRONXT-Keyword;TransportObjectCode;NextDispatchSiteCode;NextDispatchSiteArrivalDate;
#TROPTH-Keyword;TransportObjectCode;OptionIndex;PathCode;
TRO;1;veh0000000000001;Standard;GER01PLANT;FRA01DEAL;02/06/2025-00:00:00;GER01PLANT->FRA01DEAL-412;14/06/2025-00:00:00;
TROPTH;veh0000000000366;2;GER01PLANT->GER03DEAL-279;
TRO;367;veh0000000000367;Standard;GER01PLANT;GER03DEAL;07/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/07/2025-00:00:00;
TRONXT;veh0000000000367;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000367;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000367;2;GER01PLANT->GER03DEAL-279;
TRO;368;veh0000000000368;Standard;GER01PLANT;GER03DEAL;07/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;13/07/2025-00:00:00;
TRONXT;veh0000000000368;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000368;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000368;2;GER01PLANT->GER03DEAL-279;
TRO;369;veh0000000000369;Standard;GER01PLANT;GER03DEAL;07/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;18/07/2025-00:00:00;
TRONXT;veh0000000000369;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000369;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000369;2;GER01PLANT->GER03DEAL-279;
TRO;370;veh0000000000370;Standard;GER01PLANT;GER03DEAL;07/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/07/2025-00:00:00;
TRONXT;veh0000000000370;GER01PLANT;07/07/2025-00:00:00;
TROPTH;veh0000000000370;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000370;2;GER01PLANT->GER03DEAL-279;
TRO;371;veh0000000000371;Standard;GER01PLANT;GER03DEAL;08/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;15/07/2025-00:00:00;
TRONXT;veh0000000000371;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000371;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000371;2;GER01PLANT->GER03DEAL-279;
TRO;372;veh0000000000372;Standard;GER01PLANT;GER03DEAL;08/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;13/07/2025-00:00:00;
TRONXT;veh0000000000372;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000372;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000372;2;GER01PLANT->GER03DEAL-279;
TRO;373;veh0000000000373;Standard;GER01PLANT;GER03DEAL;08/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;19/07/2025-00:00:00;
TRONXT;veh0000000000373;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000373;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000373;2;GER01PLANT->GER03DEAL-279;
TRO;374;veh0000000000374;Standard;GER01PLANT;GER03DEAL;08/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;23/07/2025-00:00:00;
TRONXT;veh0000000000374;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000374;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000374;2;GER01PLANT->GER03DEAL-279;
TRO;375;veh0000000000375;Standard;GER01PLANT;GER03DEAL;08/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;16/07/2025-00:00:00;
TRONXT;veh0000000000375;GER01PLANT;08/07/2025-00:00:00;
TROPTH;veh0000000000375;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000375;2;GER01PLANT->GER03DEAL-279;
TRO;376;veh0000000000376;Standard;GER01PLANT;GER03DEAL;09/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;24/07/2025-00:00:00;
TRONXT;veh0000000000376;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000376;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000376;2;GER01PLANT->GER03DEAL-279;
TRO;377;veh0000000000377;Standard;GER01PLANT;GER03DEAL;09/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;18/07/2025-00:00:00;
TRONXT;veh0000000000377;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000377;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000377;2;GER01PLANT->GER03DEAL-279;
TRO;378;veh0000000000378;Standard;GER01PLANT;GER03DEAL;09/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;20/07/2025-00:00:00;
TRONXT;veh0000000000378;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000378;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000378;2;GER01PLANT->GER03DEAL-279;
TRO;379;veh0000000000379;Standard;GER01PLANT;GER03DEAL;09/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/07/2025-00:00:00;
TRONXT;veh0000000000379;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000379;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000379;2;GER01PLANT->GER03DEAL-279;
TRO;380;veh0000000000380;Standard;GER01PLANT;GER03DEAL;09/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;23/07/2025-00:00:00;
TRONXT;veh0000000000380;GER01PLANT;09/07/2025-00:00:00;
TROPTH;veh0000000000380;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000380;2;GER01PLANT->GER03DEAL-279;
TRO;381;veh0000000000381;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/07/2025-00:00:00;
TRONXT;veh0000000000381;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000381;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000381;2;GER01PLANT->GER03DEAL-279;
TRO;382;veh0000000000382;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;20/07/2025-00:00:00;
TRONXT;veh0000000000382;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000382;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000382;2;GER01PLANT->GER03DEAL-279;
TRO;383;veh0000000000383;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;22/07/2025-00:00:00;
TRONXT;veh0000000000383;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000383;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000383;2;GER01PLANT->GER03DEAL-279;
TRO;384;veh0000000000384;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;20/07/2025-00:00:00;
TRONXT;veh0000000000384;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000384;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000384;2;GER01PLANT->GER03DEAL-279;
TRO;385;veh0000000000385;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;26/07/2025-00:00:00;
TRONXT;veh0000000000385;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000385;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000385;2;GER01PLANT->GER03DEAL-279;
TRO;386;veh0000000000386;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;22/07/2025-00:00:00;
TRONXT;veh0000000000386;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000386;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000386;2;GER01PLANT->GER03DEAL-279;
TRO;387;veh0000000000387;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;24/07/2025-00:00:00;
TRONXT;veh0000000000387;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000387;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000387;2;GER01PLANT->GER03DEAL-279;
TRO;388;veh0000000000388;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;19/07/2025-00:00:00;
TRONXT;veh0000000000388;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000388;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000388;2;GER01PLANT->GER03DEAL-279;
TRO;389;veh0000000000389;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;17/07/2025-00:00:00;
TRONXT;veh0000000000389;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000389;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000389;2;GER01PLANT->GER03DEAL-279;
TRO;390;veh0000000000390;Standard;GER01PLANT;GER03DEAL;11/07/2025-00:00:00;GER01PLANT->GER03DEAL-411;18/07/2025-00:00:00;
TRONXT;veh0000000000390;GER01PLANT;11/07/2025-00:00:00;
TROPTH;veh0000000000390;1;GER01PLANT->GER03DEAL-535;
TROPTH;veh0000000000390;2;GER01PLANT->GER03DEAL-279;
TRO;391;veh0000000000391;Standard;GER01PLANT;ITA01DEAL;02/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/06/2025-00:00:00;
TRONXT;veh0000000000391;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000391;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000391;2;GER01PLANT->ITA01DEAL-276;
TRO;392;veh0000000000392;Standard;GER01PLANT;ITA01DEAL;02/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/06/2025-00:00:00;
TRONXT;veh0000000000392;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000392;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000392;2;GER01PLANT->ITA01DEAL-276;
TRO;393;veh0000000000393;Standard;GER01PLANT;ITA01DEAL;02/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;12/06/2025-00:00:00;
TRONXT;veh0000000000393;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000393;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000393;2;GER01PLANT->ITA01DEAL-276;
TRO;394;veh0000000000394;Standard;GER01PLANT;ITA01DEAL;02/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;12/06/2025-00:00:00;
TRONXT;veh0000000000394;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000394;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000394;2;GER01PLANT->ITA01DEAL-276;
TRO;395;veh0000000000395;Standard;GER01PLANT;ITA01DEAL;02/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/06/2025-00:00:00;
TRONXT;veh0000000000395;GER01PLANT;02/06/2025-00:00:00;
TROPTH;veh0000000000395;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000395;2;GER01PLANT->ITA01DEAL-276;
TRO;396;veh0000000000396;Standard;GER01PLANT;ITA01DEAL;03/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/06/2025-00:00:00;
TRONXT;veh0000000000396;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000396;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000396;2;GER01PLANT->ITA01DEAL-276;
TRO;397;veh0000000000397;Standard;GER01PLANT;ITA01DEAL;03/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/06/2025-00:00:00;
TRONXT;veh0000000000397;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000397;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000397;2;GER01PLANT->ITA01DEAL-276;
TRO;398;veh0000000000398;Standard;GER01PLANT;ITA01DEAL;03/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;17/06/2025-00:00:00;
TRONXT;veh0000000000398;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000398;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000398;2;GER01PLANT->ITA01DEAL-276;
TRO;399;veh0000000000399;Standard;GER01PLANT;ITA01DEAL;03/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/06/2025-00:00:00;
TRONXT;veh0000000000399;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000399;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000399;2;GER01PLANT->ITA01DEAL-276;
TRO;400;veh0000000000400;Standard;GER01PLANT;ITA01DEAL;03/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000400;GER01PLANT;03/06/2025-00:00:00;
TROPTH;veh0000000000400;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000400;2;GER01PLANT->ITA01DEAL-276;
TRO;401;veh0000000000401;Standard;GER01PLANT;ITA01DEAL;04/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;16/06/2025-00:00:00;
TRONXT;veh0000000000401;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000401;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000401;2;GER01PLANT->ITA01DEAL-276;
TRO;402;veh0000000000402;Standard;GER01PLANT;ITA01DEAL;04/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/06/2025-00:00:00;
TRONXT;veh0000000000402;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000402;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000402;2;GER01PLANT->ITA01DEAL-276;
TRO;403;veh0000000000403;Standard;GER01PLANT;ITA01DEAL;04/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/06/2025-00:00:00;
TRONXT;veh0000000000403;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000403;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000403;2;GER01PLANT->ITA01DEAL-276;
TRO;404;veh0000000000404;Standard;GER01PLANT;ITA01DEAL;04/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/06/2025-00:00:00;
TRONXT;veh0000000000404;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000404;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000404;2;GER01PLANT->ITA01DEAL-276;
TRO;405;veh0000000000405;Standard;GER01PLANT;ITA01DEAL;04/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;12/06/2025-00:00:00;
TRONXT;veh0000000000405;GER01PLANT;04/06/2025-00:00:00;
TROPTH;veh0000000000405;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000405;2;GER01PLANT->ITA01DEAL-276;
TRO;406;veh0000000000406;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;12/06/2025-00:00:00;
TRONXT;veh0000000000406;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000406;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000406;2;GER01PLANT->ITA01DEAL-276;
TRO;407;veh0000000000407;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000407;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000407;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000407;2;GER01PLANT->ITA01DEAL-276;
TRO;408;veh0000000000408;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000408;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000408;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000408;2;GER01PLANT->ITA01DEAL-276;
TRO;409;veh0000000000409;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;11/06/2025-00:00:00;
TRONXT;veh0000000000409;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000409;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000409;2;GER01PLANT->ITA01DEAL-276;
TRO;410;veh0000000000410;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000410;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000410;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000410;2;GER01PLANT->ITA01DEAL-276;
TRO;411;veh0000000000411;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000411;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000411;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000411;2;GER01PLANT->ITA01DEAL-276;
TRO;412;veh0000000000412;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/06/2025-00:00:00;
TRONXT;veh0000000000412;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000412;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000412;2;GER01PLANT->ITA01DEAL-276;
TRO;413;veh0000000000413;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/06/2025-00:00:00;
TRONXT;veh0000000000413;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000413;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000413;2;GER01PLANT->ITA01DEAL-276;
TRO;414;veh0000000000414;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000414;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000414;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000414;2;GER01PLANT->ITA01DEAL-276;
TRO;415;veh0000000000415;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000415;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000415;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000415;2;GER01PLANT->ITA01DEAL-276;
TRO;416;veh0000000000416;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;16/06/2025-00:00:00;
TRONXT;veh0000000000416;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000416;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000416;2;GER01PLANT->ITA01DEAL-276;
TRO;417;veh0000000000417;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;16/06/2025-00:00:00;
TRONXT;veh0000000000417;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000417;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000417;2;GER01PLANT->ITA01DEAL-276;
TRO;418;veh0000000000418;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/06/2025-00:00:00;
TRONXT;veh0000000000418;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000418;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000418;2;GER01PLANT->ITA01DEAL-276;
TRO;419;veh0000000000419;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;16/06/2025-00:00:00;
TRONXT;veh0000000000419;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000419;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000419;2;GER01PLANT->ITA01DEAL-276;
TRO;420;veh0000000000420;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;10/06/2025-00:00:00;
TRONXT;veh0000000000420;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000420;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000420;2;GER01PLANT->ITA01DEAL-276;
TRO;421;veh0000000000421;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000421;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000421;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000421;2;GER01PLANT->ITA01DEAL-276;
TRO;422;veh0000000000422;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;13/06/2025-00:00:00;
TRONXT;veh0000000000422;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000422;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000422;2;GER01PLANT->ITA01DEAL-276;
TRO;423;veh0000000000423;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/06/2025-00:00:00;
TRONXT;veh0000000000423;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000423;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000423;2;GER01PLANT->ITA01DEAL-276;
TRO;424;veh0000000000424;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;12/06/2025-00:00:00;
TRONXT;veh0000000000424;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000424;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000424;2;GER01PLANT->ITA01DEAL-276;
TRO;425;veh0000000000425;Standard;GER01PLANT;ITA01DEAL;05/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000425;GER01PLANT;05/06/2025-00:00:00;
TROPTH;veh0000000000425;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000425;2;GER01PLANT->ITA01DEAL-276;
TRO;426;veh0000000000426;Standard;GER01PLANT;ITA01DEAL;09/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000426;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000426;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000426;2;GER01PLANT->ITA01DEAL-276;
TRO;427;veh0000000000427;Standard;GER01PLANT;ITA01DEAL;09/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000427;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000427;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000427;2;GER01PLANT->ITA01DEAL-276;
TRO;428;veh0000000000428;Standard;GER01PLANT;ITA01DEAL;09/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;19/06/2025-00:00:00;
TRONXT;veh0000000000428;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000428;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000428;2;GER01PLANT->ITA01DEAL-276;
TRO;429;veh0000000000429;Standard;GER01PLANT;ITA01DEAL;09/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000429;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000429;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000429;2;GER01PLANT->ITA01DEAL-276;
TRO;430;veh0000000000430;Standard;GER01PLANT;ITA01DEAL;09/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;20/06/2025-00:00:00;
TRONXT;veh0000000000430;GER01PLANT;09/06/2025-00:00:00;
TROPTH;veh0000000000430;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000430;2;GER01PLANT->ITA01DEAL-276;
TRO;431;veh0000000000431;Standard;GER01PLANT;ITA01DEAL;10/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;24/06/2025-00:00:00;
TRONXT;veh0000000000431;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000431;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000431;2;GER01PLANT->ITA01DEAL-276;
TRO;432;veh0000000000432;Standard;GER01PLANT;ITA01DEAL;10/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;20/06/2025-00:00:00;
TRONXT;veh0000000000432;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000432;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000432;2;GER01PLANT->ITA01DEAL-276;
TRO;433;veh0000000000433;Standard;GER01PLANT;ITA01DEAL;10/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;20/06/2025-00:00:00;
TRONXT;veh0000000000433;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000433;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000433;2;GER01PLANT->ITA01DEAL-276;
TRO;434;veh0000000000434;Standard;GER01PLANT;ITA01DEAL;10/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;15/06/2025-00:00:00;
TRONXT;veh0000000000434;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000434;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000434;2;GER01PLANT->ITA01DEAL-276;
TRO;435;veh0000000000435;Standard;GER01PLANT;ITA01DEAL;10/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;24/06/2025-00:00:00;
TRONXT;veh0000000000435;GER01PLANT;10/06/2025-00:00:00;
TROPTH;veh0000000000435;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000435;2;GER01PLANT->ITA01DEAL-276;
TRO;436;veh0000000000436;Standard;GER01PLANT;ITA01DEAL;11/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;20/06/2025-00:00:00;
TRONXT;veh0000000000436;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000436;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000436;2;GER01PLANT->ITA01DEAL-276;
TRO;437;veh0000000000437;Standard;GER01PLANT;ITA01DEAL;11/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;18/06/2025-00:00:00;
TRONXT;veh0000000000437;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000437;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000437;2;GER01PLANT->ITA01DEAL-276;
TRO;438;veh0000000000438;Standard;GER01PLANT;ITA01DEAL;11/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;22/06/2025-00:00:00;
TRONXT;veh0000000000438;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000438;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000438;2;GER01PLANT->ITA01DEAL-276;
TRO;439;veh0000000000439;Standard;GER01PLANT;ITA01DEAL;11/06/2025-00:00:00;GER01PLANT->ITA01DEAL-414;17/06/2025-00:00:00;
TRONXT;veh0000000000439;GER01PLANT;11/06/2025-00:00:00;
TROPTH;veh0000000000439;1;GER01PLANT->ITA01DEAL-538;
TROPTH;veh0000000000439;2;GER01PLANT->ITA01DEAL-276;
